Price,Location,Number of Rooms,Area,Floor
153000,Dərnəgül m.,2 otaqlı,80 m²,5/17 mərtəbə
195000,Nərimanov r.,3 otaqlı,80 m²,5/9 mərtəbə
274000,8 Noyabr m.,3 otaqlı,96 m²,3/8 mərtəbə
168000,Əhmədli m.,4 otaqlı,95 m²,3/9 mərtəbə
440000,Mərdəkan q.,N/A,N/A,N/A
63000,Binəqədi q.,N/A,N/A,N/A
190000,Nəriman Nərimanov m.,3 otaqlı,122 m²,17/17 mərtəbə
172000,Həzi Aslanov m.,2 otaqlı,88 m²,4/17 mərtəbə
275000,28 May m.,3 otaqlı,84 m²,7/18 mərtəbə
220000,Sahil m.,3 otaqlı,100 m²,4/4 mərtəbə
420000,Nərimanov r.,4 otaqlı,160 m²,9/14 mərtəbə
265000,İnşaatçılar m.,3 otaqlı,150 m²,2/16 mərtəbə
70000,Xırdalan,2 otaqlı,42 m²,12/13 mərtəbə
400000,Elmlər Akademiyası m.,N/A,N/A,N/A
145000,Binəqədi q.,N/A,N/A,N/A
110000,Masazır q.,N/A,N/A,N/A
60000,Əhmədli q.,N/A,N/A,N/A
1450000,Nəsimi m.,N/A,N/A,N/A
220000,20 Yanvar m.,3 otaqlı,90 m²,12/20 mərtəbə
395000,Gənclik m.,3 otaqlı,161 m²,14/14 mərtəbə
86000,Memar Əcəmi m.,1 otaqlı,45 m²,1/5 mərtəbə
220000,8 Noyabr m.,3 otaqlı,103 m²,6/7 mərtəbə
365000,Gənclik m.,3 otaqlı,145 m²,13/17 mərtəbə
420000,Mərdəkan q.,N/A,N/A,N/A
365000,Nəsimi r.,4 otaqlı,146 m²,15/17 mərtəbə
105000,Nəsimi m.,2 otaqlı,60 m²,18/18 mərtəbə
330000,Nardaran q.,N/A,N/A,N/A
230000,28 May m.,N/A,N/A,N/A
71000,Biləcəri q.,N/A,N/A,N/A
208000,Şah İsmayıl Xətai m.,2 otaqlı,54 m²,12/17 mərtəbə
700000,Şah İsmayıl Xətai m.,4 otaqlı,211 m²,6/19 mərtəbə
195000,Nərimanov r.,3 otaqlı,90 m²,5/9 mərtəbə
1260000,Xaçmaz,N/A,N/A,N/A
650000,Şah İsmayıl Xətai m.,4 otaqlı,211 m²,18/20 mərtəbə
126000,8-ci kilometr q.,2 otaqlı,55 m²,12/17 mərtəbə
284580,Bayıl q.,3 otaqlı,153 m²,3/18 mərtəbə
85000,Nizami r.,2 otaqlı,62 m²,3/6 mərtəbə
254000,Nərimanov r.,3 otaqlı,97 m²,15/17 mərtəbə
258000,Nəriman Nərimanov m.,2 otaqlı,90 m²,14/18 mərtəbə
585000,Azadlıq Prospekti m.,N/A,N/A,N/A
40000,Şimal DRES q.,2 otaqlı,47 m²,2/2 mərtəbə
119634,20 Yanvar m.,2 otaqlı,1 m²,20/20 mərtəbə
210775,Nərimanov r.,2 otaqlı,3 m²,8/14 mərtəbə
245960,7-ci mikrorayon q.,3 otaqlı,8 m²,7/13 mərtəbə
425000,Nəsimi r.,3 otaqlı,135 m²,14/20 mərtəbə
34000,Novxanı q.,N/A,N/A,N/A
285000,Dərnəgül m.,3 otaqlı,135 m²,9/18 mərtəbə
197000,Nəsimi r.,3 otaqlı,92 m²,13/15 mərtəbə
95000,Xırdalan,3 otaqlı,85 m²,1/11 mərtəbə
520000,Fatmayı q.,N/A,N/A,N/A
370000,Gənclik m.,3 otaqlı,143 m²,13/17 mərtəbə
168000,20 Yanvar m.,3 otaqlı,155 m²,21/24 mərtəbə
155000,Şüvəlan q.,N/A,N/A,N/A
160000,Bayıl q.,2 otaqlı,48 m²,4/6 mərtəbə
373000,Sahil m.,3 otaqlı,113 m²,4/17 mərtəbə
162000,Əhmədli m.,2 otaqlı,85 m²,12/17 mərtəbə
198000,Gənclik m.,2 otaqlı,66 m²,11/17 mərtəbə
214000,Əhmədli m.,5 otaqlı,105 m²,3/9 mərtəbə
235000,Əhmədli q.,3 otaqlı,110 m²,14/21 mərtəbə
107000,Əhmədli q.,2 otaqlı,72 m²,10/10 mərtəbə
245000,Əhmədli q.,3 otaqlı,128 m²,3/20 mərtəbə
620000,Şah İsmayıl Xətai m.,5 otaqlı,300 m²,6/7 mərtəbə
119000,Yasamal r.,2 otaqlı,55 m²,7/21 mərtəbə
325000,28 May m.,3 otaqlı,155 m²,12/16 mərtəbə
216500,Şah İsmayıl Xətai m.,2 otaqlı,85 m²,4/16 mərtəbə
138000,Əhmədli m.,2 otaqlı,70 m²,6/19 mərtəbə
183000,Şah İsmayıl Xətai m.,2 otaqlı,73 m²,3/16 mərtəbə
130000,Əhmədli q.,2 otaqlı,60 m²,2/20 mərtəbə
310000,Nəsimi r.,3 otaqlı,140 m²,10/17 mərtəbə
25000,Şah İsmayıl Xətai m.,N/A,N/A,N/A
360000,Badamdar q.,N/A,N/A,N/A
112000,Mərdəkan q.,N/A,N/A,N/A
129540,Masazır q.,4 otaqlı,102 m²,14/16 mərtəbə
107000,Masazır q.,N/A,N/A,N/A
180000,Koroğlu m.,3 otaqlı,78 m²,5/5 mərtəbə
230000,Şah İsmayıl Xətai m.,3 otaqlı,101 m²,6/22 mərtəbə
435000,Nərimanov r.,4 otaqlı,160 m²,10/17 mərtəbə
216000,Şah İsmayıl Xətai m.,2 otaqlı,85 m²,4/17 mərtəbə
245960,7-ci mikrorayon q.,3 otaqlı,8 m²,7/13 mərtəbə
359000,Nərimanov r.,4 otaqlı,185 m²,4/16 mərtəbə
280000,Mərdəkan q.,N/A,N/A,N/A
188800,Həzi Aslanov m.,3 otaqlı,100 m²,7/16 mərtəbə
75000,Novxanı q.,N/A,N/A,N/A
248000,Memar Əcəmi m.,3 otaqlı,115 m²,9/14 mərtəbə
200000,İnşaatçılar m.,3 otaqlı,105 m²,17/18 mərtəbə
135000,Nərimanov r.,2 otaqlı,65 m²,4/9 mərtəbə
250000,Şah İsmayıl Xətai m.,3 otaqlı,130 m²,13/14 mərtəbə
210000,Şah İsmayıl Xətai m.,N/A,N/A,N/A
156000,Əhmədli m.,2 otaqlı,82 m²,8/17 mərtəbə
225500,Binəqədi r.,3 otaqlı,110 m²,7/13 mərtəbə
117000,Əhmədli m.,2 otaqlı,65 m²,3/9 mərtəbə
180000,Həzi Aslanov m.,2 otaqlı,95 m²,10/22 mərtəbə
250000,M.Ə.Rəsulzadə q.,N/A,N/A,N/A
166900,Xırdalan,3 otaqlı,110 m²,11/16 mərtəbə
325000,Nəsimi r.,3 otaqlı,145 m²,15/17 mərtəbə
365000,Nərimanov r.,4 otaqlı,214 m²,15/18 mərtəbə
400000,Elmlər Akademiyası m.,N/A,N/A,N/A
200000,Elmlər Akademiyası m.,N/A,N/A,N/A
725000,Mərdəkan q.,N/A,N/A,N/A
96000,İnşaatçılar m.,2 otaqlı,40 m²,4/5 mərtəbə
56000,Masazır q.,N/A,N/A,N/A
236500,7-ci mikrorayon q.,3 otaqlı,110 m²,8/13 mərtəbə
255000,Mərdəkan q.,N/A,N/A,N/A
246000,Nəsimi r.,2 otaqlı,105 m²,5/16 mərtəbə
165000,Gəncə,3 otaqlı,130 m²,10/12 mərtəbə
236940,Binəqədi q.,3 otaqlı,7 m²,7/13 mərtəbə
168000,Xırdalan,3 otaqlı,120 m²,10/16 mərtəbə
125000,Yasamal r.,2 otaqlı,45 m²,1/5 mərtəbə
43000,Xırdalan,N/A,N/A,N/A
20000,Sabunçu r.,N/A,N/A,N/A
102375,7-ci mikrorayon q.,1 otaqlı,5 m²,7/13 mərtəbə
235000,Həzi Aslanov q.,N/A,N/A,N/A
230000,Nizami r.,3 otaqlı,133 m²,9/16 mərtəbə
124000,Binəqədi r.,2 otaqlı,70 m²,7/16 mərtəbə
380000,Mərdəkan q.,N/A,N/A,N/A
900000,Azadlıq Prospekti m.,N/A,N/A,N/A
199000,Neftçilər m.,3 otaqlı,115 m²,18/18 mərtəbə
137000,Həzi Aslanov q.,2 otaqlı,51 m²,3/19 mərtəbə
19000,Hökməli q.,N/A,N/A,N/A
230000,Nizami m.,3 otaqlı,90 m²,3/14 mərtəbə
120000,Nizami r.,N/A,N/A,N/A
125000,Bayıl q.,2 otaqlı,50 m²,5/6 mərtəbə
350000,28 May m.,3 otaqlı,161 m²,17/17 mərtəbə
275000,Qara Qarayev m.,3 otaqlı,146 m²,2/12 mərtəbə
235000,Həzi Aslanov m.,3 otaqlı,120 m²,14/17 mərtəbə
450000,Elmlər Akademiyası m.,4 otaqlı,147 m²,2/14 mərtəbə
578000,Ağ şəhər q.,4 otaqlı,3 m²,2/8 mərtəbə
130000,Saray q.,N/A,N/A,N/A
366237,Nizami r.,4 otaqlı,5 m²,14/16 mərtəbə
230000,Nəriman Nərimanov m.,4 otaqlı,80 m²,4/5 mərtəbə
127000,Gənclik m.,2 otaqlı,44 m²,3/9 mərtəbə
214000,Xırdalan,4 otaqlı,168 m²,6/16 mərtəbə
368000,Nərimanov r.,3 otaqlı,138 m²,15/16 mərtəbə
148000,Binəqədi r.,2 otaqlı,55 m²,3/16 mərtəbə
165000,İnşaatçılar m.,2 otaqlı,56 m²,5/12 mərtəbə
60000,Görədil q.,N/A,N/A,N/A
115000,Neftçilər m.,2 otaqlı,46 m²,8/16 mərtəbə
99000,Fatmayı q.,N/A,N/A,N/A
115000,Gənclik m.,1 otaqlı,40 m²,4/5 mərtəbə
500000,Şah İsmayıl Xətai m.,4 otaqlı,194 m²,11/21 mərtəbə
200554,Yasamal q.,1 otaqlı,4 m²,7/16 mərtəbə
289000,Həzi Aslanov m.,3 otaqlı,134 m²,13/14 mərtəbə
282000,Şah İsmayıl Xətai m.,3 otaqlı,110 m²,9/16 mərtəbə
445000,Nəriman Nərimanov m.,3 otaqlı,153 m²,17/20 mərtəbə
350000,Badamdar q.,N/A,N/A,N/A
373329,Yasamal q.,3 otaqlı,3 m²,4/14 mərtəbə
220000,Koroğlu m.,3 otaqlı,125 m²,14/18 mərtəbə
158000,Həzi Aslanov m.,3 otaqlı,105 m²,18/19 mərtəbə
420000,Şüvəlan q.,N/A,N/A,N/A
420000,Nizami m.,4 otaqlı,178 m²,15/16 mərtəbə
450000,Nərimanov r.,4 otaqlı,163 m²,20/20 mərtəbə
90000,Qaraçuxur q.,2 otaqlı,85 m²,9/16 mərtəbə
360000,Şah İsmayıl Xətai m.,3 otaqlı,165 m²,4/16 mərtəbə
691080,28 May m.,5 otaqlı,8 m²,4/16 mərtəbə
155000,Binə q.,N/A,N/A,N/A
470000,Şüvəlan q.,N/A,N/A,N/A
255000,İnşaatçılar m.,4 otaqlı,125 m²,4/10 mərtəbə
301374,Yasamal q.,2 otaqlı,6 m²,4/16 mərtəbə
85000,Xırdalan,3 otaqlı,83 m²,11/11 mərtəbə
190000,Nizami m.,3 otaqlı,84 m²,4/5 mərtəbə
370000,Mərdəkan q.,N/A,N/A,N/A
260000,Şah İsmayıl Xətai m.,2 otaqlı,104 m²,8/16 mərtəbə
122000,Qara Qarayev m.,2 otaqlı,55 m²,4/5 mərtəbə
59700,Sahil q.,1 otaqlı,8 m²,11/14 mərtəbə
126000,Əhmədli m.,2 otaqlı,55 m²,8/9 mərtəbə
125000,Yasamal r.,2 otaqlı,60 m²,15/18 mərtəbə
143000,Gənclik m.,2 otaqlı,46 m²,3/10 mərtəbə
450000,Mərdəkan q.,N/A,N/A,N/A
188000,Həzi Aslanov m.,3 otaqlı,106 m²,12/16 mərtəbə
406782,Yasamal q.,3 otaqlı,7 m²,7/16 mərtəbə
69000,Masazır q.,2 otaqlı,60 m²,1/5 mərtəbə
260000,Mərdəkan q.,N/A,N/A,N/A
350000,Azadlıq Prospekti m.,N/A,N/A,N/A
298000,Neftçilər m.,3 otaqlı,137 m²,16/19 mərtəbə
97000,Balaxanı q.,N/A,N/A,N/A
39900,Məmmədli q.,N/A,N/A,N/A
95000,Xırdalan,2 otaqlı,55 m²,4/8 mərtəbə
250000,8 Noyabr m.,3 otaqlı,110 m²,9/14 mərtəbə
140000,Xətai r.,N/A,N/A,N/A
155000,Şüvəlan q.,N/A,N/A,N/A
275000,Mərdəkan q.,N/A,N/A,N/A
109000,Xətai r.,3 otaqlı,60 m²,4/9 mərtəbə
540000,8 Noyabr m.,3 otaqlı,159 m²,12/16 mərtəbə
260000,Fatmayı q.,N/A,N/A,N/A
750000,Şüvəlan q.,N/A,N/A,N/A
325000,Koroğlu m.,3 otaqlı,130 m²,9/17 mərtəbə
178000,Nəsimi r.,1 otaqlı,66 m²,10/17 mərtəbə
205000,Binəqədi r.,3 otaqlı,81 m²,14/17 mərtəbə
220000,Memar Əcəmi m.,4 otaqlı,120 m²,13/16 mərtəbə
292000,Nərimanov r.,3 otaqlı,130 m²,3/15 mərtəbə
300000,28 May m.,2 otaqlı,97 m²,10/15 mərtəbə
45000,Xırdalan,1 otaqlı,6 m²,2/4 mərtəbə
139000,İnşaatçılar m.,3 otaqlı,85 m²,22/23 mərtəbə
155000,Əmircan q.,4 otaqlı,90 m²,1/5 mərtəbə
120000,Həzi Aslanov m.,3 otaqlı,60 m²,1/9 mərtəbə
324000,Nəsimi r.,3 otaqlı,125 m²,16/18 mərtəbə
170000,Azadlıq Prospekti m.,2 otaqlı,90 m²,18/20 mərtəbə
520000,Xətai r.,3 otaqlı,157 m²,7/20 mərtəbə
315000,8 Noyabr m.,3 otaqlı,148 m²,21/27 mərtəbə
648000,28 May m.,3 otaqlı,162 m²,22/23 mərtəbə
195000,Xətai r.,2 otaqlı,80 m²,18/21 mərtəbə
108000,Gənclik m.,3 otaqlı,75 m²,5/5 mərtəbə
220000,Şüvəlan q.,N/A,N/A,N/A
140000,Əhmədli m.,N/A,N/A,N/A
8500,Qaradağ r.,N/A,N/A,N/A
230000,8 Noyabr m.,2 otaqlı,95 m²,14/16 mərtəbə
140000,Memar Əcəmi m.,3 otaqlı,50 m²,2/5 mərtəbə
96000,Lökbatan q.,3 otaqlı,70 m²,3/5 mərtəbə
182000,Qara Qarayev m.,3 otaqlı,70 m²,12/17 mərtəbə
55000,Maştağa q.,N/A,N/A,N/A
95000,Səngəçal q.,N/A,N/A,N/A
765000,Bayıl q.,3 otaqlı,3 m²,9/16 mərtəbə
77000,Şüvəlan q.,N/A,N/A,N/A
110000,Qaraçuxur q.,2 otaqlı,60 m²,3/9 mərtəbə
1985000,İçəri Şəhər m.,9 otaqlı,584 m²,11/14 mərtəbə
127000,Gənclik m.,2 otaqlı,45 m²,6/10 mərtəbə
110000,Sumqayıt,3 otaqlı,80 m²,3/5 mərtəbə
145000,Memar Əcəmi m.,3 otaqlı,75 m²,3/5 mərtəbə
190000,Xəzər r.,N/A,N/A,N/A
130000,7-ci mikrorayon q.,2 otaqlı,70 m²,1/9 mərtəbə
259000,Badamdar q.,4 otaqlı,110 m²,18/19 mərtəbə
133000,Badamdar q.,3 otaqlı,65 m²,5/5 mərtəbə
173000,Nəriman Nərimanov m.,3 otaqlı,70 m²,4/6 mərtəbə
80000,Xətai r.,2 otaqlı,35 m²,1/5 mərtəbə
74000,Xırdalan,1 otaqlı,42 m²,11/14 mərtəbə
410000,İçəri Şəhər m.,3 otaqlı,115 m²,11/16 mərtəbə
231000,20 Yanvar m.,3 otaqlı,105 m²,14/20 mərtəbə
220000,8 Noyabr m.,3 otaqlı,100 m²,13/19 mərtəbə
59800,Nardaran q.,N/A,N/A,N/A
105000,Xırdalan,2 otaqlı,66 m²,8/15 mərtəbə
610000,Elmlər Akademiyası m.,4 otaqlı,207 m²,12/21 mərtəbə
650000,Xocəsən q.,N/A,N/A,N/A
132000,Yasamal r.,2 otaqlı,31 m²,2/5 mərtəbə
128000,İnşaatçılar m.,N/A,N/A,N/A
96000,İnşaatçılar m.,2 otaqlı,45 m²,4/5 mərtəbə
195000,Nərimanov r.,3 otaqlı,80 m²,5/9 mərtəbə
136000,Avtovağzal m.,2 otaqlı,81 m²,9/18 mərtəbə
365000,Şah İsmayıl Xətai m.,3 otaqlı,156 m²,12/16 mərtəbə
230000,Quba,N/A,N/A,N/A
900000,Lənkəran,N/A,N/A,N/A
145000,Binəqədi q.,N/A,N/A,N/A
190000,Şah İsmayıl Xətai m.,2 otaqlı,85 m²,14/17 mərtəbə
150000,Sahil m.,2 otaqlı,60 m²,4/4 mərtəbə
59000,Şağan q.,N/A,N/A,N/A
248000,Şah İsmayıl Xətai m.,3 otaqlı,82 m²,11/16 mərtəbə
348000,Badamdar q.,N/A,N/A,N/A
38000,Biləcəri q.,N/A,N/A,N/A
6000,Binə q.,N/A,N/A,N/A
1000000,Əhmədli m.,N/A,N/A,N/A
165000,Badamdar q.,2 otaqlı,67 m²,16/18 mərtəbə
240000,Yasamal r.,3 otaqlı,142 m²,5/18 mərtəbə
400000,Şüvəlan q.,N/A,N/A,N/A
187000,Buzovna q.,N/A,N/A,N/A
350000,Gənclik m.,3 otaqlı,140 m²,7/16 mərtəbə
690000,Mərdəkan q.,N/A,N/A,N/A
650000,Nərimanov r.,4 otaqlı,231 m²,13/17 mərtəbə
197000,8 Noyabr m.,2 otaqlı,62 m²,14/17 mərtəbə
250000,Görədil q.,N/A,N/A,N/A
129000,Həzi Aslanov m.,2 otaqlı,85 m²,16/17 mərtəbə
137000,Nərimanov r.,2 otaqlı,40 m²,3/5 mərtəbə
51800,Xırdalan,1 otaqlı,39 m²,10/12 mərtəbə
369000,8 Noyabr m.,3 otaqlı,130 m²,4/15 mərtəbə
176000,Nəriman Nərimanov m.,2 otaqlı,60 m²,10/17 mərtəbə
470000,Şüvəlan q.,N/A,N/A,N/A
460000,Badamdar q.,N/A,N/A,N/A
60000,Buzovna q.,N/A,N/A,N/A
185000,Azadlıq Prospekti m.,3 otaqlı,82 m²,10/17 mərtəbə
135000,Masazır q.,N/A,N/A,N/A
460000,Elmlər Akademiyası m.,4 otaqlı,180 m²,12/18 mərtəbə
400000,Gənclik m.,3 otaqlı,128 m²,16/16 mərtəbə
240000,Nəsimi r.,4 otaqlı,100 m²,1/5 mərtəbə
195000,Nəsimi r.,3 otaqlı,90 m²,5/9 mərtəbə
399000,İçəri Şəhər m.,3 otaqlı,100 m²,6/16 mərtəbə
109000,Həzi Aslanov m.,2 otaqlı,55 m²,4/5 mərtəbə
125000,Nəsimi r.,1 otaqlı,40 m²,4/4 mərtəbə
295000,Nərimanov r.,3 otaqlı,140 m²,11/16 mərtəbə
180000,Memar Əcəmi m.,2 otaqlı,94 m²,2/16 mərtəbə
360000,Nəsimi r.,3 otaqlı,110 m²,12/17 mərtəbə
83800,Xırdalan,2 otaqlı,55 m²,10/16 mərtəbə
550000,Şüvəlan q.,N/A,N/A,N/A
190000,Şüvəlan q.,N/A,N/A,N/A
298000,Nəriman Nərimanov m.,3 otaqlı,105 m²,7/15 mərtəbə
137000,Əhmədli q.,2 otaqlı,60 m²,15/20 mərtəbə
109000,Həzi Aslanov m.,2 otaqlı,46 m²,11/18 mərtəbə
117000,Hövsan q.,4 otaqlı,115 m²,3/9 mərtəbə
100000,M.Ə.Rəsulzadə q.,N/A,N/A,N/A
38000,Buzovna q.,N/A,N/A,N/A
360000,Şah İsmayıl Xətai m.,3 otaqlı,157 m²,16/19 mərtəbə
290000,Nizami m.,3 otaqlı,105 m²,4/10 mərtəbə
240000,Elmlər Akademiyası m.,3 otaqlı,130 m²,1/6 mərtəbə
550000,Xəzər r.,N/A,N/A,N/A
227000,Nərimanov r.,2 otaqlı,79 m²,7/17 mərtəbə
230000,Nəriman Nərimanov m.,4 otaqlı,82 m²,4/5 mərtəbə
401700,Şah İsmayıl Xətai m.,3 otaqlı,6 m²,20/20 mərtəbə
168000,Nizami m.,2 otaqlı,55 m²,11/14 mərtəbə
235000,Nəriman Nərimanov m.,2 otaqlı,93 m²,7/14 mərtəbə
369000,8 Noyabr m.,3 otaqlı,168 m²,17/18 mərtəbə
110000,İnşaatçılar m.,2 otaqlı,47 m²,2/19 mərtəbə
390000,8 Noyabr m.,3 otaqlı,5 m²,4/17 mərtəbə
115000,Masazır q.,3 otaqlı,86 m²,3/10 mərtəbə
145000,Bakıxanov q.,3 otaqlı,75 m²,4/5 mərtəbə
195000,Memar Əcəmi m.,2 otaqlı,87 m²,9/19 mərtəbə
116000,Memar Əcəmi m.,2 otaqlı,55 m²,2/5 mərtəbə
315000,Nərimanov r.,4 otaqlı,155 m²,9/16 mərtəbə
650000,Elmlər Akademiyası m.,N/A,N/A,N/A
260000,Nəsimi r.,3 otaqlı,150 m²,16/16 mərtəbə
119000,İnşaatçılar m.,2 otaqlı,65 m²,7/9 mərtəbə
108000,Masazır q.,N/A,N/A,N/A
940000,Sahil m.,6 otaqlı,255 m²,2/4 mərtəbə
188000,20-ci sahə q.,3 otaqlı,100 m²,2/3 mərtəbə
215000,Gənclik m.,3 otaqlı,110 m²,3/4 mərtəbə
148000,Yeni Yasamal q.,3 otaqlı,85 m²,7/9 mərtəbə
109000,Həzi Aslanov m.,1 otaqlı,55 m²,11/18 mərtəbə
540000,İçəri Şəhər m.,3 otaqlı,120 m²,3/12 mərtəbə
510000,Mərdəkan q.,N/A,N/A,N/A
176000,Memar Əcəmi m.,3 otaqlı,90 m²,2/9 mərtəbə
145000,İnşaatçılar m.,3 otaqlı,75 m²,4/5 mərtəbə
280000,Memar Əcəmi m.,3 otaqlı,150 m²,13/19 mərtəbə
500000,Mərdəkan q.,N/A,N/A,N/A
147000,Memar Əcəmi m.,3 otaqlı,80 m²,3/5 mərtəbə
900000,Səbail r.,N/A,N/A,N/A
212490,20 Yanvar m.,3 otaqlı,7 m²,8/20 mərtəbə
199000,Şıxov q.,2 otaqlı,67 m²,2/5 mərtəbə
83500,Zabrat q.,N/A,N/A,N/A
278000,20 Yanvar m.,3 otaqlı,127 m²,10/17 mərtəbə
143000,8 Noyabr m.,2 otaqlı,52 m²,5/6 mərtəbə
3999000,Azadlıq Prospekti m.,N/A,N/A,N/A
155000,İnşaatçılar m.,3 otaqlı,80 m²,4/5 mərtəbə
450000,Elmlər Akademiyası m.,4 otaqlı,215 m²,11/17 mərtəbə
195000,Nərimanov r.,3 otaqlı,81 m²,6/16 mərtəbə
49500,Masazır q.,2 otaqlı,55 m²,6/6 mərtəbə
298000,Şah İsmayıl Xətai m.,3 otaqlı,125 m²,15/16 mərtəbə
155000,Azadlıq Prospekti m.,2 otaqlı,65 m²,7/17 mərtəbə
210000,Köhnə Günəşli q.,3 otaqlı,120 m²,6/18 mərtəbə
165000,Memar Əcəmi m.,3 otaqlı,63 m²,13/13 mərtəbə
113000,Xətai r.,2 otaqlı,65 m²,17/17 mərtəbə
260000,Elmlər Akademiyası m.,3 otaqlı,100 m²,4/5 mərtəbə
290000,Şah İsmayıl Xətai m.,3 otaqlı,120 m²,8/15 mərtəbə
250000,Şamaxı,N/A,N/A,N/A
280000,Şah İsmayıl Xətai m.,3 otaqlı,120 m²,9/15 mərtəbə
165000,Masazır q.,N/A,N/A,N/A
105000,Memar Əcəmi m.,2 otaqlı,47 m²,3/5 mərtəbə
450000,Badamdar q.,N/A,N/A,N/A
280000,Şüvəlan q.,N/A,N/A,N/A
168000,Həzi Aslanov m.,3 otaqlı,90 m²,15/17 mərtəbə
751000,Sahil m.,4 otaqlı,221 m²,15/17 mərtəbə
300000,Elmlər Akademiyası m.,3 otaqlı,130 m²,11/17 mərtəbə
205000,Dərnəgül m.,3 otaqlı,81 m²,14/17 mərtəbə
85000,Masazır q.,3 otaqlı,73 m²,2/5 mərtəbə
395000,Buzovna q.,N/A,N/A,N/A
415000,Mərdəkan q.,N/A,N/A,N/A
550000,Qara Qarayev m.,N/A,N/A,N/A
320000,Fatmayı q.,N/A,N/A,N/A
178000,Sabunçu r.,3 otaqlı,90 m²,14/23 mərtəbə
272000,Şüvəlan q.,N/A,N/A,N/A
360000,Şah İsmayıl Xətai m.,3 otaqlı,162 m²,3/15 mərtəbə
128000,Qaraçuxur q.,N/A,N/A,N/A
315000,Nərimanov r.,4 otaqlı,175 m²,21/22 mərtəbə
349000,Nəsimi r.,3 otaqlı,158 m²,9/18 mərtəbə
190000,Dərnəgül m.,3 otaqlı,101 m²,9/16 mərtəbə
205000,Zabrat q.,N/A,N/A,N/A
230000,Bilgəh q.,N/A,N/A,N/A
249000,Yasamal r.,3 otaqlı,150 m²,18/27 mərtəbə
140000,Gənclik m.,2 otaqlı,70 m²,2/5 mərtəbə
155000,28 May m.,2 otaqlı,75 m²,5/16 mərtəbə
137000,Həzi Aslanov m.,3 otaqlı,80 m²,5/9 mərtəbə
120000,Xırdalan,2 otaqlı,75 m²,5/12 mərtəbə
170000,Elmlər Akademiyası m.,2 otaqlı,60 m²,7/9 mərtəbə
280000,Memar Əcəmi m.,3 otaqlı,130 m²,8/10 mərtəbə
111800,Həzi Aslanov m.,3 otaqlı,61 m²,2/9 mərtəbə
172000,Həzi Aslanov m.,2 otaqlı,88 m²,4/17 mərtəbə
275000,Qara Qarayev m.,3 otaqlı,118 m²,13/17 mərtəbə
345000,Şüvəlan q.,N/A,N/A,N/A
295000,Həzi Aslanov m.,4 otaqlı,146 m²,3/18 mərtəbə
143000,8 Noyabr m.,1 otaqlı,51 m²,5/6 mərtəbə
127000,Nərimanov r.,2 otaqlı,55 m²,3/5 mərtəbə
680000,28 May m.,5 otaqlı,240 m²,11/16 mərtəbə
239000,Azadlıq Prospekti m.,3 otaqlı,128 m²,8/11 mərtəbə
72000,Albalılıq q.,N/A,N/A,N/A
510000,Mərdəkan q.,N/A,N/A,N/A
490000,Şüvəlan q.,N/A,N/A,N/A
510000,Sahil m.,N/A,N/A,N/A
128500,8-ci mikrorayon q.,1 otaqlı,40 m²,7/9 mərtəbə
29000,Tovuz,N/A,N/A,N/A
130000,İnşaatçılar m.,2 otaqlı,62 m²,7/20 mərtəbə
130000,Yeni Yasamal q.,2 otaqlı,62 m²,7/20 mərtəbə
142000,Gənclik m.,2 otaqlı,50 m²,3/10 mərtəbə
130000,Həzi Aslanov m.,3 otaqlı,55 m²,3/5 mərtəbə
42000,Tovuz,N/A,N/A,N/A
210775,Nərimanov r.,2 otaqlı,3 m²,8/14 mərtəbə
375000,Nəriman Nərimanov m.,4 otaqlı,180 m²,13/17 mərtəbə
624510,Nərimanov r.,4 otaqlı,3 m²,4/17 mərtəbə
264141,Nərimanov r.,2 otaqlı,8 m²,4/17 mərtəbə
103000,Yasamal r.,2 otaqlı,48 m²,3/9 mərtəbə
305850,Nəriman Nərimanov m.,4 otaqlı,3 m²,9/14 mərtəbə
293616,Nəriman Nərimanov m.,4 otaqlı,3 m²,5/14 mərtəbə
185000,Həzi Aslanov m.,3 otaqlı,92 m²,15/17 mərtəbə
258625,Nərimanov r.,3 otaqlı,5 m²,11/14 mərtəbə
75000,Masazır q.,2 otaqlı,80 m²,8/10 mərtəbə
159000,Memar Əcəmi m.,2 otaqlı,55 m²,15/17 mərtəbə
273000,Elmlər Akademiyası m.,2 otaqlı,68 m²,8/17 mərtəbə
168000,Nərimanov r.,3 otaqlı,140 m²,14/14 mərtəbə
63000,Qaraçuxur q.,2 otaqlı,54 m²,2/4 mərtəbə
148000,Ağ şəhər q.,1 otaqlı,74 m²,4/22 mərtəbə
550000,İnşaatçılar m.,N/A,N/A,N/A
284580,Bayıl q.,3 otaqlı,153 m²,3/18 mərtəbə
830000,Nizami m.,4 otaqlı,225 m²,14/25 mərtəbə
145000,Memar Əcəmi m.,2 otaqlı,61 m²,6/9 mərtəbə
280000,Masazır q.,N/A,N/A,N/A
259000,8 Noyabr m.,2 otaqlı,80 m²,5/17 mərtəbə
140000,Nəriman Nərimanov m.,3 otaqlı,65 m²,3/6 mərtəbə
148000,İnşaatçılar m.,2 otaqlı,53 m²,9/16 mərtəbə
285000,Elmlər Akademiyası m.,3 otaqlı,125 m²,5/17 mərtəbə
210000,Qara Qarayev m.,5 otaqlı,120 m²,4/5 mərtəbə
